"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Impressões,Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Valor de conversão da compra no site","Adições ao carrinho","Finalizações de compra iniciadas","Inclusões de informações de pagamento","ROAS (retorno sobre o investimento em publicidade) das compras","Cliques no link","Visualizações da página de destino do site",HOOKRATE,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","CTR de saída único","CPM (custo por 1.000 impressões) (BRL)","Custo por visualização da página de destino (BRL)","Custo por finalização de compra iniciada (BRL)","Custo por adição ao carrinho (BRL)","Salvamentos do post",Frequência,"Classificação de qualidade","Classificação da taxa de engajamento","Classificação da taxa de conversão","Reproduções do vídeo por no mínimo 3 segundos","Reproduções de 25% do vídeo","Reproduções de 50% do vídeo","Reproduções de 75% do vídeo"
2023-03-27,2026-04-27,[DNMC][TROPICANA],not_delivering,"Usando orçamento da campanha",0,1145,1175,,,,42.78,,5,1,,,21,19,0.28851064,2.037143,1.787234,1.746725,36.408511,2.251579,42.78,8.556,1,1.026201,–,–,–,339,208,114,79
2023-03-27,2026-04-27,[DNMC][SEAMLESS],not_delivering,"Usando orçamento da campanha",0,78929,110102,78,actions:offsite_conversion.fb_pixel_purchase,31.75820513,2477.14,11228.43,502,108,108,4.53282,1475,1500,0.23330185,1.679417,1.339667,1.709131,22.498592,1.651427,22.936481,4.934542,80,1.39495,–,–,–,25687,15102,7405,5185
2023-03-27,2026-04-27,[DNMC][TROPICANA],not_delivering,"Usando orçamento da campanha",0,46084,79845,50,actions:offsite_conversion.fb_pixel_purchase,35.1658,1758.29,7981.59,307,86,79,4.539405,1007,994,0.17172021,1.746068,1.261194,1.931256,22.021291,1.768903,20.445233,5.727329,35,1.732597,–,–,–,13711,8472,3838,2371
2023-03-27,2026-04-27,[DNMC][PREMIUM],not_delivering,"Usando orçamento da campanha",0,711,827,,,,31.82,,,,,,20,20,0.16324063,1.591,2.41838,2.81294,38.476421,1.591,,,1,1.16315,–,–,–,135,61,37,21
2023-03-27,2026-04-27,[DNMC][VELUTE],not_delivering,"Usando orçamento da campanha",0,751,856,,,,32.22,,,,,,13,13,0,2.478462,1.518692,1.731025,37.640187,2.478462,,,1,1.139814,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,24,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][KITFIO][18+ABERTO],not_delivering,"Usando orçamento da campanha",0,2135,2647,,,,77.42,,6,1,1,,37,34,0,2.092432,1.397809,1.592506,29.248206,2.277059,77.42,12.903333,2,1.239813,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][CJSEAMLESS][18+ABERTO],not_delivering,"Usando orçamento da campanha",0,7340,12827,8,actions:offsite_conversion.fb_pixel_purchase,38.925,311.4,1645.91,38,13,11,5.285517,363,347,0,0.857851,2.829968,4.264305,24.276916,0.897406,23.953846,8.194737,16,1.747548,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][TROPICANA][02-04],not_delivering,"Usando orçamento da campanha",0,5314,8924,8,actions:offsite_conversion.fb_pixel_purchase,39.04625,312.37,1868.51,64,17,14,5.98172,195,185,0,1.601897,2.185119,3.236733,35.003362,1.688486,18.374706,4.880781,11,1.679338,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][SEAMSB][04-04],not_delivering,"Usando orçamento da campanha",0,5957,9157,9,actions:offsite_conversion.fb_pixel_purchase,29.89555556,269.06,1604.73,34,9,11,5.964209,155,146,0,1.735871,1.692694,2.316602,29.382986,1.842877,29.895556,7.913529,4,1.537183,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][SEAMCB][04-04],not_delivering,"Usando orçamento da campanha",0,3283,4818,1,actions:offsite_conversion.fb_pixel_purchase,128.44,128.44,169.8,26,5,2,1.322018,82,80,0,1.566341,1.701951,2.223576,26.658364,1.6055,25.688,4.94,5,1.46756,–,–,–,,,,
2023-03-27,2026-04-27,[RMKT][95%],not_delivering,15,Diário,1223,1882,,,,43.01,,3,1,1,,20,19,0,2.1505,1.062699,1.635323,22.853348,2.263684,43.01,14.336667,2,1.538839,–,–,–,,,,
2023-03-27,2026-04-27,[RMKT][50%],not_delivering,15,Diário,1360,1956,1,actions:offsite_conversion.fb_pixel_purchase,42.42,42.42,79.9,4,1,1,1.883546,24,22,0,1.7675,1.226994,1.323529,21.687117,1.928182,42.42,10.605,1,1.438235,–,–,–,,,,
2023-03-27,2026-04-27,[RMKT][DNMC][ADDTOCART],not_delivering,10,Diário,615,1992,1,actions:offsite_conversion.fb_pixel_purchase,78.24,78.24,159.8,13,1,1,2.042434,37,34,0,2.114595,1.85743,4.227642,39.277108,2.301176,78.24,6.018462,1,3.239024,–,–,–,,,,
2023-03-27,2026-04-27,[RMKT][DNMC][SALVAMENTOS],not_delivering,10,Diário,675,1354,,,,38.96,,7,1,,,12,10,0,3.246667,0.886263,1.777778,28.774003,3.896,38.96,5.565714,1,2.005926,–,–,–,,,,
2023-03-27,2026-04-27,[RMKT][DNMC][LTVCLIENTES],not_delivering,10,Diário,972,2988,3,actions:offsite_conversion.fb_pixel_purchase,33.54666667,100.64,491.64,11,4,4,4.885135,51,41,0,1.973333,1.706827,4.423868,33.681392,2.454634,25.16,9.149091,2,3.074074,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][CJSEAMLESS],not_delivering,"Usando orçamento da campanha",0,1707,2200,1,actions:offsite_conversion.fb_pixel_purchase,62.11,62.11,129.9,2,1,1,2.091451,38,40,0,1.634474,1.727273,2.108963,28.231818,1.55275,62.11,31.055,4,1.288811,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][CJSEAMLESS],not_delivering,"Usando orçamento da campanha",0,1351,1963,,,,61.18,,12,2,1,,33,35,0,1.853939,1.6811,2.220577,31.166582,1.748,30.59,5.098333,,1.452998,–,–,–,,,,
2023-03-27,2026-04-27,SEAM,not_delivering,50,Diário,984,1067,,,,39.29,,,,,,17,16,0.23617619,2.311176,1.593252,1.52439,36.822868,2.455625,,,,1.08435,–,–,–,252,133,72,55
2023-03-27,2026-04-27,TROP,not_delivering,50,Diário,884,975,,,,41.1,,2,1,,,11,8,0.18153846,3.736364,1.128205,1.131222,42.153846,5.1375,41.1,20.55,,1.102941,–,–,–,177,111,49,24
2023-03-27,2026-04-27,[10CTV],not_delivering,"Usando orçamento da campanha",0,4433,6848,5,actions:offsite_conversion.fb_pixel_purchase,60.89,304.45,709.5,28,12,11,2.330432,140,128,0.09155958,2.174643,2.044393,2.59418,44.458236,2.378516,25.370833,10.873214,4,1.544778,–,–,–,627,352,194,139
2023-03-27,2026-04-27,[DNMC][KITFIO][18+ABERTO],not_delivering,25,Diário,838,941,,,,24.71,,,,,,10,8,0,2.471,1.062699,1.193317,26.259299,3.08875,,,1,1.122912,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][KITFIO][18+ABERTO],not_delivering,25,Diário,720,783,,,,24.49,,,,,,8,7,0,3.06125,1.021711,1.111111,31.277139,3.498571,,,1,1.0875,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][KITFIO][18+ABERTO],not_delivering,25,Diário,946,1027,,,,24.99,,,,,,14,12,0,1.785,1.363194,1.479915,24.333009,2.0825,,,,1.085624,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][KITFIO][18+ABERTO],not_delivering,25,Diário,909,986,,,,25.83,,2,,,,10,8,0,2.583,1.014199,1.10011,26.196755,3.22875,,12.915,1,1.084708,–,–,–,,,,
2023-03-27,2026-04-27,[DNMC][TROP],not_delivering,40,Diário,1658,2216,2,actions:offsite_conversion.fb_pixel_purchase,41.965,83.93,329.8,37,6,3,3.929465,30,28,0.28745487,2.797667,1.353791,1.447527,37.874549,2.9975,13.988333,2.268378,,1.33655,–,–,–,637,228,165,81
2023-03-27,2026-04-27,[DNMC][TROP],not_delivering,20,Diário,609,655,,,,27.81,,,,,,7,6,0.29770992,3.972857,1.068702,1.149425,42.458015,4.635,,,1,1.075534,–,–,–,195,58,33,23
2023-03-27,2026-04-27,[DNMC][TROP],not_delivering,20,Diário,1595,1991,1,actions:offsite_conversion.fb_pixel_purchase,59.33,59.33,143.82,10,,1,2.424069,22,21,0.26870919,2.696818,1.104972,1.191223,29.799096,2.825238,,5.933,2,1.248276,–,–,–,535,215,144,80
2023-03-27,2026-04-27,[DNMC][TROP],not_delivering,40,Diário,1775,2157,2,actions:offsite_conversion.fb_pixel_purchase,41.685,83.37,259.7,11,4,2,3.115029,28,25,0.25544738,2.9775,1.298099,1.464789,38.650904,3.3348,20.8425,7.579091,3,1.215211,–,–,–,551,206,119,60
2023-03-27,2026-04-27,[DNMC][TROP],not_delivering,20,Diário,742,871,,,,39.11,,4,,,,10,9,0.25717566,3.911,1.148106,1.347709,44.902411,4.345556,,9.7775,,1.173854,–,–,–,224,78,50,26
2023-03-27,2026-04-27,best,not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,best,not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,best,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,best,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,best,not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,carrosel,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,carrosel,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,carrosel,not_delivering,15,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,carrosel,not_delivering,15,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem2,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem2,not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,best,not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,OLD,not_delivering,25,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem2,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,25,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[COLLECT][DNMC],not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[COLLECT][DNMC],not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[COLLECT][DNMC],not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Verde,not_delivering,25,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Ad1,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Ad1,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,25,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Verde,not_delivering,25,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Ad1,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem2,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem2,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem2,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Criativo1,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,video,not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem2,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,img,not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,img,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,diverse,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,diverse,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Imagem,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,Video,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,rosa,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,video,not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,VIDEO,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,VIDEO,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,VIDEO,not_delivering,25,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,IMAGEM,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CARROSSEL,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CARROSSEL,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[CAR],inactive,50,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,"Usando orçamento da campanha",0,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CARROSSEL,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CARROSSEL,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CARROSSEL,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CARROSSEL,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CARROSSEL,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CAR,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CAR,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,"[VIDEO] — Cópia",not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,CAR,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[NEWVID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,VID2,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,40,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,VID2,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VIDEO],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,VID2,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,VID2,not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,40,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,24,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,24,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,23,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,23,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,40,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,30,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,IMG,not_delivering,10,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,24,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
2023-03-27,2026-04-27,[VID],not_delivering,20,Diário,0,0,,,,0,,,,,,,,,,,,0,,,,,0,–,–,–,,,,
