"Início dos relatórios","Encerramento dos relatórios","Nome do anúncio","Veiculação de anúncio","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios",Alcance,Impressões,Resultados,"Indicador de resultados","Custo por resultados","Valor usado (BRL)","Valor de conversão da compra no site","Adições ao carrinho","Finalizações de compra iniciadas","Inclusões de informações de pagamento","ROAS (retorno sobre o investimento em publicidade) das compras","Cliques no link","Visualizações da página de destino do site",HOOKRATE,"CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","CTR de saída único","CPM (custo por 1.000 impressões) (BRL)","Custo por visualização da página de destino (BRL)","Custo por finalização de compra iniciada (BRL)","Custo por adição ao carrinho (BRL)","Salvamentos do post",Frequência,"Classificação de qualidade","Classificação da taxa de engajamento","Classificação da taxa de conversão","Reproduções do vídeo por no mínimo 3 segundos","Reproduções de 25% do vídeo","Reproduções de 50% do vídeo","Reproduções de 75% do vídeo"
2023-03-27,2026-04-27,[VID_AUG23_ST],not_delivering,"Usando orçamento da campanha",0,608,656,,,,13.86,,,,,,7,9,0.23628049,1.98,1.067073,1.151316,21.128049,1.54,,,,1.078947,–,–,–,155,64,34,21
2023-03-27,2026-04-27,[VID_AUG23_ST],not_delivering,"Usando orçamento da campanha",0,679,681,,,,17.6,,,,,,5,4,0.24229075,3.52,0.734214,0.736377,25.844347,4.4,,,1,1.002946,–,–,–,165,55,30,21
2023-03-27,2026-04-27,[VID_AUG23_ST],not_delivering,"Usando orçamento da campanha",0,1320,1327,1,actions:offsite_conversion.fb_pixel_purchase,45.89,45.89,142.63,14,2,2,3.108085,25,20,0.26525998,1.8356,1.883949,1.742424,34.581763,2.2945,22.945,3.277857,1,1.005303,–,–,–,352,129,68,37
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,113,132,,,,4.84,,,,,,2,2,0.16666667,2.42,1.515152,1.769912,36.666667,2.42,,,,1.168142,–,–,–,22,15,9,3
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,175,203,,,,9.06,,,,,,6,6,0.27586207,1.51,2.955665,3.428571,44.630542,1.51,,,,1.16,–,–,–,56,36,18,10
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,349,371,,,,22.57,,,,,,9,7,0.28301887,2.507778,2.425876,2.578797,60.83558,3.224286,,,,1.063037,–,–,–,105,53,22,17
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,141,152,,,,5.99,,,,,,5,5,0.23684211,1.198,3.289474,3.546099,39.407895,1.198,,,,1.078014,–,–,–,36,24,11,9
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,77,87,,,,3.76,,,,,,,,0.24137931,,,,43.218391,,,,,1.12987,–,–,–,21,9,6,3
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,483,518,,,,6.52,,,,,,5,3,0.36872587,1.304,0.965251,1.035197,12.586873,2.173333,,,,1.072464,–,–,–,191,115,54,16
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,1799,1882,1,actions:offsite_conversion.fb_pixel_purchase,34.52,34.52,132.43,1,1,1,3.836327,14,12,0.29755579,2.465714,0.743889,0.77821,18.342189,2.876667,34.52,34.52,1,1.046137,–,–,–,560,308,127,73
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,876,936,,,,18.4,,2,,,,13,12,0.26709402,1.415385,1.388889,1.484018,19.65812,1.533333,,9.2,1,1.068493,–,–,–,250,121,63,36
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,1016,1026,,,,16.35,,,,,,7,7,0.28460039,2.335714,0.682261,0.688976,15.935673,2.335714,,,,1.009843,–,–,–,292,153,58,36
2023-03-27,2026-04-27,[TROPICANA_VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,990,1060,1,actions:offsite_conversion.fb_pixel_purchase,18.5,18.5,135.83,1,1,1,7.342162,10,8,0.23679245,1.85,0.943396,1.010101,17.45283,2.3125,18.5,18.5,,1.070707,–,–,–,251,118,51,30
2023-03-27,2026-04-27,[TROP_ESCALA][35-44],not_delivering,"Usando orçamento da campanha",0,2511,2616,,,,42.44,,2,1,1,,9,9,0.13570336,4.715556,0.344037,0.358423,16.223242,4.715556,42.44,21.22,2,1.041816,–,–,–,355,177,72,47
2023-03-27,2026-04-27,[TROP_ESCALA][35-44],not_delivering,"Usando orçamento da campanha",0,3240,3448,,,,70.89,,3,1,1,,32,27,0.14211137,2.215313,0.928074,0.987654,20.559745,2.625556,70.89,23.63,3,1.064198,–,–,–,490,216,120,80
2023-03-27,2026-04-27,[TROP_ESCALA][35-44],not_delivering,"Usando orçamento da campanha",0,925,935,,,,12.76,,14,2,,,7,7,0.13048128,1.822857,0.748663,0.756757,13.647059,1.822857,6.38,0.911429,3,1.010811,–,–,–,122,57,31,20
2023-03-27,2026-04-27,[TROP_ESCALA][35-44],not_delivering,"Usando orçamento da campanha",0,2533,2533,1,actions:offsite_conversion.fb_pixel_purchase,42.89,42.89,179.1,15,1,2,4.175799,25,24,0.12356889,1.7156,0.986972,0.947493,16.932491,1.787083,42.89,2.859333,1,1,–,–,–,313,135,67,41
2023-03-27,2026-04-27,[TROP_ESCALA][35-44],not_delivering,"Usando orçamento da campanha",0,3041,3202,1,actions:offsite_conversion.fb_pixel_purchase,52.61,52.61,116.91,1,1,1,2.222201,21,18,0.13991255,2.505238,0.65584,0.657678,16.430356,2.922778,52.61,52.61,3,1.052943,–,–,–,448,204,118,72
2023-03-27,2026-04-27,[CAR][129],not_delivering,10,Diário,3751,7651,2,actions:offsite_conversion.fb_pixel_purchase,74.26,148.52,259.8,6,3,2,1.749259,50,41,0,2.9704,0.653509,1.119701,19.411842,3.622439,49.506667,24.753333,2,2.039723,–,–,–,,,,
2023-03-27,2026-04-27,[CAR][129],not_delivering,20,Diário,7615,16711,16,actions:offsite_conversion.fb_pixel_purchase,32.705625,523.29,2355.92,43,22,18,4.502131,173,181,0,3.024798,1.035246,1.956664,31.314104,2.891105,23.785909,12.169535,18,2.194485,–,–,–,,,,
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,1850,1867,,,,37.64,,,,,,14,13,0.13283342,2.688571,0.749866,0.702703,20.160686,2.895385,,,1,1.009189,–,–,–,248,104,58,38
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,676,676,,,,13.83,,,,,,6,7,0.12573964,2.305,0.887574,0.887574,20.45858,1.975714,,,,1,–,–,–,85,42,25,16
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,473,473,,,,7.15,,,,,,2,2,0.1205074,3.575,0.422833,0.422833,15.116279,3.575,,,,1,–,–,–,57,23,9,5
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,509,511,,,,8.42,,,,,,2,2,0.10958904,4.21,0.391389,0.392927,16.477495,4.21,,,,1.003929,–,–,–,56,26,15,10
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,349,360,,,,5.89,,,,,,5,3,0.15277778,1.178,1.388889,1.432665,16.361111,1.963333,,,1,1.031519,–,–,–,55,24,14,13
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,140,142,,,,2.95,,,,,,2,2,0.21830986,1.475,1.408451,1.428571,20.774648,1.475,,,,1.014286,–,–,–,31,15,11,9
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,295,307,,,,10.04,,,,,,5,4,0.33876221,2.008,1.628665,1.694915,32.703583,2.51,,,2,1.040678,–,–,–,104,41,23,12
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,110,113,,,,2.31,,,,,,1,,0.33628319,2.31,0.884956,0.909091,20.442478,,,,,1.027273,–,–,–,38,10,5,2
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,1533,1589,1,actions:offsite_conversion.fb_pixel_purchase,41.09,41.09,132.43,16,3,1,3.222925,45,46,0.42416614,0.913111,2.83197,2.935421,25.859031,0.893261,13.696667,2.568125,3,1.03653,–,–,–,674,281,131,72
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,545,567,,,,14.4,,,,,,8,11,0.37213404,1.8,1.410935,1.284404,25.396825,1.309091,,,1,1.040367,–,–,–,211,88,45,19
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,165,171,,,,4.17,,2,,,,6,7,0.37426901,0.695,3.508772,3.030303,24.385965,0.595714,,2.085,,1.036364,–,–,–,64,19,13,9
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,12693,13480,4,actions:offsite_conversion.fb_pixel_purchase,46.0125,184.05,624.21,36,7,6,3.391524,97,112,0.12715134,1.897423,0.719585,0.724809,13.653561,1.643304,26.292857,5.1125,3,1.062003,–,–,–,1714,829,408,219
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,963,975,,,,11.65,,1,1,,,3,3,0.14666667,3.883333,0.307692,0.311526,11.948718,3.883333,11.65,11.65,1,1.012461,–,–,–,143,63,38,19
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,697,697,,,,7.04,,,,,,5,6,0.12625538,1.408,0.71736,0.71736,10.10043,1.173333,,,,1,–,–,–,88,44,23,10
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,2627,2871,,,,41.51,,,,,,18,18,0.10553814,2.306111,0.626959,0.685192,14.458377,2.306111,,,3,1.092882,–,–,–,303,156,94,53
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,850,888,,,,11.04,,,,,,6,5,0.11824324,1.84,0.675676,0.705882,12.432432,2.208,,,,1.044706,–,–,–,105,43,25,18
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,1912,2037,,,,28,,1,,,,21,19,0.11094747,1.333333,1.030928,1.098326,13.745704,1.473684,,28,,1.065377,–,–,–,226,124,62,36
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,1556,1636,,,,19.99,,,,,,11,8,0.13875306,1.817273,0.672372,0.706941,12.218826,2.49875,,,2,1.051414,–,–,–,227,104,64,32
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,11128,12577,5,actions:offsite_conversion.fb_pixel_purchase,40.31,201.55,1615.82,25,8,9,8.016968,104,100,0.13079431,1.937981,0.826906,0.916607,16.025284,2.0155,25.19375,8.062,5,1.130212,–,–,–,1645,770,400,203
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,917,949,1,actions:offsite_conversion.fb_pixel_purchase,13.67,13.67,144.8,1,1,1,10.592538,5,5,0.12434141,2.734,0.52687,0.545256,14.404636,2.734,13.67,13.67,1,1.034896,–,–,–,118,55,26,15
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,826,861,,,,21.83,,3,1,,,10,9,0.19976771,2.183,1.16144,1.210654,25.354239,2.425556,21.83,7.276667,2,1.042373,–,–,–,172,72,39,21
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,567,574,,,,11.84,,,,,,8,5,0.14634146,1.48,1.393728,1.410935,20.627178,2.368,,,1,1.012346,–,–,–,84,48,23,13
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,620,651,,,,11.72,,,,,,2,2,0.16282642,5.86,0.30722,0.322581,18.003072,5.86,,,1,1.05,–,–,–,106,53,25,10
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,803,860,,,,14.67,,,,,,8,7,0.19069767,1.83375,0.930233,0.871731,17.05814,2.095714,,,,1.070984,–,–,–,164,79,36,17
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,1330,1444,,,,24.77,,1,,,,14,26,0.16689751,1.769286,0.969529,1.052632,17.15374,0.952692,,24.77,1,1.085714,–,–,–,241,111,57,31
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,892,961,,,,21.91,,1,1,,,10,11,0.16961498,2.191,1.040583,1.121076,22.799168,1.991818,21.91,21.91,,1.077354,–,–,–,163,78,39,20
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,788,838,,,,15.78,,,,,,8,6,0.16945107,1.9725,0.954654,1.015228,18.830549,2.63,,,,1.063452,–,–,–,142,64,32,15
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,2014,2121,,,,41.07,,3,,,,22,21,0.18434701,1.866818,1.037247,0.943396,19.363508,1.955714,,13.69,,1.053128,–,–,–,391,189,104,46
2023-03-27,2026-04-27,[VID_NOSUBS],not_delivering,"Usando orçamento da campanha",0,791,861,,,,19.44,,1,,,,4,7,0.16840883,4.86,0.464576,0.505689,22.578397,2.777143,,19.44,,1.088496,–,–,–,145,61,35,22
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,1351,1411,,,,37.83,,,,,,16,14,0.16796598,2.364375,1.133948,1.184308,26.810773,2.702143,,,,1.044412,–,–,–,237,116,62,35
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,1512,1711,,,,47.16,,21,2,2,,12,12,0.14611338,3.93,0.701344,0.793651,27.562829,3.93,23.58,2.245714,,1.131614,–,–,–,250,114,61,30
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,327,330,,,,8.96,,,,,,2,1,0.17878788,4.48,0.606061,0.611621,27.151515,8.96,,,,1.009174,–,–,–,59,23,13,7
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,1974,2173,1,actions:offsite_conversion.fb_pixel_purchase,53.69,53.69,134.9,6,2,1,2.512572,26,25,0.1440405,2.065,1.196503,1.266464,24.707777,2.1476,26.845,8.948333,1,1.100811,–,–,–,313,155,80,48
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,365,390,,,,12.9,,,,,,1,1,0.13333333,12.9,0.25641,0.273973,33.076923,12.9,,,,1.068493,–,–,–,52,26,14,9
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,395,428,,,,11.1,,1,1,,,4,4,0.15420561,2.775,0.934579,1.012658,25.934579,2.775,11.1,11.1,,1.083544,–,–,–,66,36,17,11
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,1319,1449,,,,44.51,,6,,,,16,15,0.17943409,2.781875,1.10421,1.137225,30.717736,2.967333,,7.418333,2,1.09856,–,–,–,260,117,68,39
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,336,354,,,,8.05,,2,,,,1,1,0.15819209,8.05,0.282486,0.297619,22.740113,8.05,,4.025,1,1.053571,–,–,–,56,33,16,7
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,20425,24682,15,actions:offsite_conversion.fb_pixel_purchase,38.47266667,577.09,2308.26,97,32,24,3.999827,291,341,0.14812414,1.983127,1.178997,1.282742,23.381006,1.692346,18.034063,5.949381,8,1.208421,–,–,–,3656,1850,947,492
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,3250,3760,2,actions:offsite_conversion.fb_pixel_purchase,51.395,102.79,319.15,13,6,4,3.104874,52,53,0.15797872,1.976731,1.382979,1.446154,27.337766,1.939434,17.131667,7.906923,2,1.156923,–,–,–,594,300,161,78
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,30,Diário,502,537,,,,18.46,,13,1,,,14,13,0.31843575,1.318571,2.607076,2.390438,34.376164,1.42,18.46,1.42,,1.069721,–,–,–,171,109,57,38
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,30,Diário,620,683,,,,19.01,,,,,,12,12,0.27672035,1.584167,1.756955,1.935484,27.833089,1.584167,,,,1.101613,–,–,–,189,129,63,41
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,30,Diário,662,679,,,,19.82,,2,,,,15,12,0.34756996,1.321333,2.209131,2.265861,29.189985,1.651667,,9.91,1,1.02568,–,–,–,236,157,83,52
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,30,Diário,564,640,,,,19.12,,,,,,16,12,0.35625,1.195,2.5,2.659574,29.875,1.593333,,,2,1.134752,–,–,–,228,143,91,69
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,30,Diário,627,682,1,actions:offsite_conversion.fb_pixel_purchase,19.59,19.59,165.58,6,2,1,8.452272,12,15,0.30938416,1.6325,1.759531,1.754386,28.72434,1.306,9.795,3.265,2,1.087719,–,–,–,211,136,57,36
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,3834,4079,2,actions:offsite_conversion.fb_pixel_purchase,49.585,99.17,589.99,17,2,3,5.949279,40,38,0.14194656,2.47925,0.980633,1.017214,24.312331,2.609737,49.585,5.833529,4,1.063902,–,–,–,579,283,140,66
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,1023,1059,,,,29.39,,1,,,,16,17,0.15769594,1.836875,1.510859,1.564027,27.752597,1.728824,,29.39,,1.035191,–,–,–,167,96,56,21
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,664,737,,,,21.17,,,,,,9,7,0.14518318,2.352222,1.221167,1.355422,28.724559,3.024286,,,,1.10994,–,–,–,107,51,33,20
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,163,170,,,,4.47,,,,,,1,1,0.12941176,4.47,0.588235,0.613497,26.294118,4.47,,,,1.042945,–,–,–,22,9,5,4
2023-03-27,2026-04-27,[VID_AUG23_FD+ST],not_delivering,"Usando orçamento da campanha",0,1943,2017,,,,46.62,,20,2,2,,22,21,0.14923153,2.119091,1.090729,1.13227,23.113535,2.22,23.31,2.331,2,1.038085,–,–,–,301,121,74,39
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,3116,4235,3,actions:offsite_conversion.fb_pixel_purchase,40.17,120.51,366.56,17,5,4,3.041739,62,59,0.2446281,1.94371,1.463991,1.957638,28.455726,2.042542,24.102,7.088824,2,1.359114,–,–,–,1036,647,355,237
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,4010,5287,3,actions:offsite_conversion.fb_pixel_purchase,52.87666667,158.63,302.86,29,8,9,1.909223,91,88,0.28333649,1.743187,1.721203,2.219451,30.003783,1.802614,19.82875,5.47,7,1.318454,–,–,–,1498,953,527,337
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,153,160,,,,5.44,,,,,,1,1,0.3625,5.44,0.625,0.653595,34,5.44,,,,1.045752,–,–,–,58,34,15,6
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,44719,92109,88,actions:offsite_conversion.fb_pixel_purchase,33.07329545,2910.45,12843.29,483,136,135,4.412819,1599,1591,0.29408635,1.820169,1.735987,3.121716,31.597889,1.829321,21.400368,6.025776,121,2.059729,–,–,–,27088,17039,9126,6312
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,291,320,,,,6.17,,1,,,,2,2,0.296875,3.085,0.625,0.687285,19.28125,3.085,,6.17,,1.099656,–,–,–,95,60,33,14
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,5,Diário,143,151,,,,4.64,,,,,,1,1,0,4.64,0.662252,0.699301,30.728477,4.64,,,,1.055944,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,10,Diário,428,491,,,,15.27,,5,2,,,11,6,0,1.388182,2.240326,1.401869,31.099796,2.545,7.635,3.054,,1.147196,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,5,Diário,163,175,,,,4.63,,,,,,2,1,0,2.315,1.142857,0.613497,26.457143,4.63,,,,1.07362,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,10,Diário,385,476,1,actions:offsite_conversion.fb_pixel_purchase,15.02,15.02,157.08,2,1,1,10.458056,14,17,0,1.072857,2.941176,1.818182,31.554622,0.883529,15.02,7.51,1,1.236364,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,10,Diário,441,522,,,,15.21,,1,1,,,12,11,0,1.2675,2.298851,2.040816,29.137931,1.382727,15.21,15.21,1,1.183673,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,10,Diário,429,530,,,,14.78,,2,,,,11,9,0,1.343636,2.075472,0.699301,27.886792,1.642222,,7.39,,1.235431,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,5,Diário,156,159,,,,4.43,,,,,,2,2,0,2.215,1.257862,0.641026,27.861635,2.215,,,,1.019231,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,5,Diário,155,177,,,,4.85,,,,,,3,3,0,1.616667,1.694915,1.290323,27.40113,1.616667,,,,1.141935,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,10,Diário,448,514,,,,15.26,,1,1,1,,13,10,0,1.173846,2.529183,1.785714,29.688716,1.526,15.26,15.26,2,1.147321,–,–,–,,,,
2023-03-27,2026-04-27,[CATALOGO][BRALETTES],not_delivering,5,Diário,126,141,,,,4.17,,1,,,,2,1,0,2.085,1.41844,1.587302,29.574468,4.17,,4.17,,1.119048,–,–,–,,,,
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,75,Diário,4017,5052,6,actions:offsite_conversion.fb_pixel_purchase,37.35666667,224.14,811.16,25,10,12,3.618988,77,75,0.28285827,2.910909,1.524149,1.792382,44.366587,2.988533,22.414,8.9656,5,1.257655,–,–,–,1429,767,446,350
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,75,Diário,4025,4894,6,actions:offsite_conversion.fb_pixel_purchase,37.06333333,222.38,1093.89,46,13,12,4.919013,96,89,0.28912955,2.316458,1.961586,2.21118,45.439313,2.498652,17.106154,4.834348,5,1.215901,–,–,–,1415,846,489,332
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,50,Diário,3402,4292,4,actions:offsite_conversion.fb_pixel_purchase,47.3475,189.39,805,16,5,6,4.250488,54,49,0.27889096,3.507222,1.258155,1.587302,44.126281,3.865102,37.878,11.836875,6,1.261611,–,–,–,1197,709,396,318
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,20,Diário,918,983,,,,35.3,,6,,,,16,18,0.28484232,2.20625,1.62767,1.742919,35.910478,1.961111,,5.883333,,1.070806,–,–,–,280,173,96,61
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,20,Diário,901,995,,,,35.13,,3,,,,14,14,0.32663317,2.509286,1.407035,1.553829,35.306533,2.509286,,11.71,,1.104329,–,–,–,325,179,114,79
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,338,372,,,,22.01,,2,,,,8,8,0.27688172,2.75125,2.150538,2.366864,59.166667,2.75125,,11.005,,1.100592,–,–,–,103,52,33,28
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,320,330,,,,16.99,,,,,,6,3,0.3,2.831667,1.818182,1.5625,51.484848,5.663333,,,1,1.03125,–,–,–,99,51,36,34
2023-03-27,2026-04-27,[TROP-ABERTO],not_delivering,"Usando orçamento da campanha",0,414,446,,,,19.41,,,,,,4,3,0.3161435,4.8525,0.896861,0.966184,43.520179,6.47,,,1,1.077295,–,–,–,141,71,46,40
2023-03-27,2026-04-27,[TROPICANA][V2],inactive,200,Diário,3212,3691,2,actions:offsite_conversion.fb_pixel_purchase,42.21,84.42,214.8,10,5,3,2.544421,72,70,0.14819832,1.1725,1.950691,1.899128,22.87185,1.206,16.884,8.442,2,1.149128,–,–,–,547,282,144,69
2023-03-27,2026-04-27,[TROPICANA][V3],inactive,200,Diário,30282,85836,120,actions:offsite_conversion.fb_pixel_purchase,26.52091667,3182.51,17404.05,722,208,179,5.468655,1746,1740,0.3211706,1.822743,2.034112,4.969949,37.076635,1.829029,15.300529,4.407909,74,2.834555,–,–,–,27568,16626,8948,6473
2023-03-27,2026-04-27,[SEAMLESS][V1],inactive,200,Diário,461,520,1,actions:offsite_conversion.fb_pixel_purchase,23.98,23.98,79.9,6,2,1,3.331943,14,13,0.28076923,1.712857,2.692308,2.603037,46.115385,1.844615,11.99,3.996667,1,1.127983,–,–,–,146,51,31,17
2023-03-27,2026-04-27,[TROPICANA][V1],inactive,200,Diário,6270,8325,6,actions:offsite_conversion.fb_pixel_purchase,36.79833333,220.79,901.33,43,18,9,4.082295,134,127,0.14894895,1.647687,1.60961,1.977671,26.521321,1.738504,12.266111,5.134651,,1.327751,–,–,–,1240,598,320,199
2023-03-27,2026-04-27,[SEAMLESS][V2],not_delivering,200,Diário,395419,808399,490,actions:offsite_conversion.fb_pixel_purchase,31.41279592,15392.27,69192.4,3981,887,715,4.495269,13992,14149,0.34220107,1.100076,1.730828,2.904767,19.040437,1.08787,17.353179,3.866433,1150,2.044411,–,–,–,276635,114100,59280,30522
2023-03-27,2026-04-27,[COLLECT][V1],inactive,200,Diário,158,275,,,,7.45,,,,,,1,,0,7.45,0.363636,0.632911,27.090909,,,,1,1.740506,–,–,–,,,,
2023-03-27,2026-04-27,[COLLECT][V2],inactive,200,Diário,114,157,,,,3.98,,,,,,1,1,0,3.98,0.636943,0.877193,25.350318,3.98,,,,1.377193,–,–,–,,,,
2023-03-27,2026-04-27,[COLLECT][V5],inactive,200,Diário,1107,2015,1,actions:offsite_conversion.fb_pixel_purchase,63.96,63.96,121.41,22,6,5,1.898218,34,30,0.00099256,1.881176,1.687345,2.34869,31.741935,2.132,10.66,2.907273,,1.820235,–,–,–,2,,,
2023-03-27,2026-04-27,[COLLECT][V4],inactive,200,Diário,2571,5513,5,actions:offsite_conversion.fb_pixel_purchase,23.59,117.95,672.05,35,13,10,5.697753,52,45,0.00108834,2.268269,0.943225,1.711396,21.394885,2.621111,9.073077,3.37,1,2.144302,–,–,–,6,,,
2023-03-27,2026-04-27,[COLLECT][V3],inactive,200,Diário,154,244,,,,6.64,,,,,,4,4,0,1.66,1.639344,2.597403,27.213115,1.66,,,,1.584416,–,–,–,,,,
